product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link
74021317,Cây Cam Ngọt Của Tôi,José Mauro de Vasconcelos,108000,64800,53075,Tiểu Thuyết,11481,5,244,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/5e/18/24/2a6154ba08df6ce6161c13f4303fa19e.jpg
74021317,Cây Cam Ngọt Của Tôi,José Mauro de Vasconcelos,108000,64800,53075,Tiểu Thuyết,11481,5,244,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/5e/18/24/2a6154ba08df6ce6161c13f4303fa19e.jpg
184466860,Hành Tinh Của Một Kẻ Nghĩ Nhiều,Nguyễn Đoàn Minh Thư,86000,59900,7929,Sách tư duy - Kỹ năng sống,780,4.8,184,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/d7/99/24/17bff8d26027846b2d7478ad4ba83fea.jpg
73787185,Những Tù Nhân Của Địa Lý,Tim Marshall,210000,126000,17896,Lĩnh vực khác,3623,4.8,430,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/8d/96/9e/c0c1f23db756d50b1944dff9c3988753.jpg
52789367,Nhà Giả Kim (Tái Bản 2020),Paulo Coelho,79000,47400,24668,Tác phẩm kinh điển,5131,5,228,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/45/3b/fc/aa81d0a534b45706ae1eee1e344e80d9.jpg
147920903,Một Thoáng Ta Rực Rỡ Ở Nhân Gian,,135000,81000,10000,Tiểu Thuyết,1636,4.8,304,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/2f/b5/4e/a8208e9019c8510e8a8eebe06f50299c.jpg
3304875,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),Higashino Keigo,105000,63000,25272,Truyện ngắn - Tản văn - Tạp Văn,3791,4.8,358,,https://salt.tikicdn.com/ts/product/dd/49/7f/ab94b8b2e35c49fc38b063fae4e8266a.jpg
167940010,Thao Túng Tâm Lý,Shannon Thomas,169000,103000,8152,Sách tư duy - Kỹ năng sống,785,4.8,328,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/90/49/97/ec88ab408c1997378344486c94dbac40.jpg
117238177,Thư Viện Nửa Đêm,Matt Haig,150000,90000,7166,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1544,4.8,424,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/8e/32/3d/e4487c4c7e335bbda4f06dd54d8e35b8.jpg
147920903,Một Thoáng Ta Rực Rỡ Ở Nhân Gian,,135000,81000,10000,Tiểu Thuyết,1636,4.8,304,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/2f/b5/4e/a8208e9019c8510e8a8eebe06f50299c.jpg
73787185,Những Tù Nhân Của Địa Lý,Tim Marshall,210000,126000,17896,Lĩnh vực khác,3623,4.8,430,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/8d/96/9e/c0c1f23db756d50b1944dff9c3988753.jpg
189643105,Không Phải Sói Nhưng Cũng Đừng Là Cừu -Tặng kèm bookmark 2 mặt,Lê Bảo Ngọc,128000,96000,4630,Sách tư duy - Kỹ năng sống,604,4.8,296,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/5b/96/23/348b84ca8e0d0b49bf9c8d9595336e69.jpg
199216988,Càng Bình Tĩnh Càng Hạnh Phúc,Vãn Tình,139000,85180,3980,Sách tư duy - Kỹ năng sống,327,4.8,352,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/ca/b9/76/3496cc7fd438e19e0a5732cba25e0aee.png
3954355,Yêu Những Điều Không Hoàn Hảo,Hae Min,139000,83400,33316,Truyện ngắn - Tản văn - Tạp Văn,3431,4.8,300,,https://salt.tikicdn.com/ts/product/54/55/d6/4ceb6ba3bd81614df8ff4c1411b11f59.jpg
42230121,Hiểu Về Trái Tim (Tái Bản),Minh Niệm,138000,95200,25230,Sách tư duy - Kỹ năng sống,2990,4.8,480,,https://salt.tikicdn.com/media/catalog/producttmp/35/e9/f2/4fc9547b96ed1e6a449ce4e06edb9010.jpg
206840682,Quyền Lực Của Địa Lý - The Power Of Geography,Tim Marshall,280000,221000,164,Sách kinh tế học,14,4.6,559,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/6c/87/e7/db72a8050a15d86d8102cd21ab1d8b11.jpg
52788072,Chiến Binh Cầu Vồng (Tái Bản 2020),Andrea Hirata,109000,65400,17175,Tiểu Thuyết,3033,4.8,428,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/a1/ef/4f/0b39e40dca3827604c8bc4e867cc9423.jpg
109017985,"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",Cao Minh,179000,115001,20322,Truyện ngắn - Tản văn - Tạp Văn,4863,4.8,424,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/38/bb/4b/5f03392a2fb98bc19b63de688b2ad218.jpg
72459686,How Psychology Works - Hiểu Hết Về Tâm Lý Học,Jo Hemmings,300000,180000,13802,Sách tư duy - Kỹ năng sống,3180,4.8,247,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/2b/84/ff/cb34637573525a998596b58d6939411e.jpg
117254517,Đại Dương Đen - Những Câu Chuyện Từ Thế Giới Của Trầm Cảm,Đặng Hoàng Giang,240000,144000,9627,Truyện ngắn - Tản văn - Tạp Văn,2013,5,322,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/f7/fb/9a/e8b9a94478dc887c4b84b6b6439f6335.jpg
7779328,Cú Săn Đêm,Samuel Bjork,134000,113900,7,Tiểu Thuyết,0,0,400,,https://salt.tikicdn.com/ts/product/45/6c/b1/1d809c7be82ee19ca6b7ddcb18a494bc.jpg
188940817,Vị Thần Của Những Quyết Định,Universe,79000,55100,4654,Sách Chiêm Tinh - Horoscope,648,4.8,320,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/0c/49/5f/751b9c711c12def9beb2a3bbc3290d77.jpg
15267827,Hoàng Tử Bé (Tái Bản 2019),Antoine De Saint-Exupéry,75000,45000,20669,Truyện kể cho bé,3011,4.8,102,,https://salt.tikicdn.com/ts/product/5c/e7/68/26838e18d7f96d562d828980520019d2.jpg
69219919,Muôn Kiếp Nhân Sinh (Khổ Nhỏ),Nguyên Phong,98000,72000,12009,Muôn Kiếp Nhân Sinh (Khổ Nhỏ),2603,4.8,482,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/df/75/ac/207386a97daf1b2338598005cc8139c9.jpg
3639597,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),Hae Min,85000,51000,44869,Truyện ngắn - Tản văn - Tạp Văn,3702,4.8,256,,https://salt.tikicdn.com/ts/product/7a/18/8e/2f70de3ea7eec9c34f55e402254e27ed.jpg
52789367,Nhà Giả Kim (Tái Bản 2020),Paulo Coelho,79000,47400,24668,Tác phẩm kinh điển,5131,5,228,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/45/3b/fc/aa81d0a534b45706ae1eee1e344e80d9.jpg
8885999,Totto - Chan Bên Cửa Sổ (Tái Bản),Kuroyanagi Tetsuko,98000,58800,18288,Truyện dài,1829,5,,,https://salt.tikicdn.com/ts/product/24/39/01/1718d16b33315c03026cee717adad4b3.jpg
71345381,Thay Đổi Cuộc Sống Với Nhân Số Học,David A. Phillips,248000,141300,24563,Sách tư duy - Kỹ năng sống,4712,4.8,342,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/19/3a/7d/c0ba28d461ef53622b58fddbdbe0c47d.jpg
92096344,Những Người Khốn Khổ (Boxet 2 Tập),Victor Hugo,499000,399000,2274,Tác phẩm kinh điển,553,4.8,1672,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/16/63/e2/b9e75fdf59ba03521829dfe7e2f2034b.jpg
3638033,Trăm Năm Cô Đơn,Gabriel Garcia Marquez,169000,101400,7143,Truyện ngắn - Tản văn - Tạp Văn,989,4.7,496,,https://salt.tikicdn.com/ts/product/37/3b/5d/5efd681d48d5a81e3e6675121e69d38d.jpg
52785564,Dịch Hạch (Nobel Văn Chương 1957),Albert Camus,129000,77400,2904,Tác phẩm kinh điển,508,4.6,392,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/36/48/39/2ef073f6a40a268deb12ecc35a6b1145.jpg
97594364,Luật Tâm Thức - Giải Mã Ma Trận Vũ Trụ,Ngô Sa Thạch,320000,223001,27672,Lĩnh vực khác,6325,4.7,408,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/46/4d/81/dadc621baaa9d45b52a444616d8e3cb8.jpg
1476937,Dám Bị Ghét,Koga Fumitake,96000,57600,45858,Tiểu Thuyết,3457,4.8,336,,https://salt.tikicdn.com/ts/product/74/11/ff/6304c47fec56e6f0b2110be65af0c7c2.jpg
3828605,Chú Bé Mang Pyjama Sọc (Tái Bản 2018),John Boyne,68000,40800,8464,Truyện kể cho bé,1351,5,253,,https://salt.tikicdn.com/ts/product/19/4f/27/99b31589a12ac561e769081c4eb32d1f.jpg
114937969,Rừng Nauy (Tái Bản),Haruki Murakami,150000,90000,3660,Tiểu Thuyết,777,4.8,556,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/c9/e4/18/a9cfc425fa590c453f20307229804bb3.jpg
117254517,Đại Dương Đen - Những Câu Chuyện Từ Thế Giới Của Trầm Cảm,Đặng Hoàng Giang,240000,144000,9627,Truyện ngắn - Tản văn - Tạp Văn,2013,5,322,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/f7/fb/9a/e8b9a94478dc887c4b84b6b6439f6335.jpg
8885995,Sự Im Lặng Của Bầy Cừu (Tái Bản),Thomas Harris,115000,69000,15845,Truyện dài,2469,4.8,347,,https://salt.tikicdn.com/ts/product/cd/2a/5b/926ca6c7b295c6e7cea39390efe08968.jpg
75953557,Tâm Lý Học Về Tiền,Morgan Housel,189000,133000,18383,"Sách tài chính, tiền tệ",2990,4.8,384,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/83/23/b7/14a42ae4f66c9b8b298aaef4b9671442.jpg
12377498,Bố Con Cá Gai (Tái Bản 2019),Cho Chang - In,96000,57600,6384,Tiểu Thuyết,1025,4.8,340,,https://salt.tikicdn.com/ts/product/85/b4/a3/dc8b8311f434cc946563963bc8e30071.jpg
145288029,Xứ Cát,Frank Herbert,249000,149400,5185,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1065,4.7,714,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/b4/f0/81/5d5e4a26cb029fdecd04e0c30cbef17a.jpg
8885995,Sự Im Lặng Của Bầy Cừu (Tái Bản),Thomas Harris,115000,69000,15845,Truyện dài,2469,4.8,347,,https://salt.tikicdn.com/ts/product/cd/2a/5b/926ca6c7b295c6e7cea39390efe08968.jpg
113530805,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),Rosie Nguyễn,90000,54000,6552,Sách tư duy - Kỹ năng sống,1273,4.8,291,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/56/ce/23/64b2eaa5b859d8ba1412f1b350c3e128.jpg
26114399,"Nóng Giận Là Bản Năng , Tĩnh Lặng Là Bản Lĩnh",Tống Mặc,89000,57001,65623,Sách tư duy - Kỹ năng sống,6602,4.8,264,,https://salt.tikicdn.com/ts/product/70/9a/98/e6d54019a2079b9565114bce93b245b7.jpg
56454897,Hiệu Sách Nhỏ Ở Paris,Nina George,149000,89400,5665,Tiểu Thuyết,1069,4.8,452,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/7c/0d/6c/8fcbd6abc1ac716d07b3593f9b97f53b.jpg
197657911,Tiếng Núi,Kawabata Yasunari,220000,132000,854,Tác phẩm kinh điển,79,4.8,384,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/06/b0/b9/7ab33a63c472dddb0310a528119118b9.jpg
3304875,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),Higashino Keigo,105000,63000,25272,Truyện ngắn - Tản văn - Tạp Văn,3791,4.8,358,,https://salt.tikicdn.com/ts/product/dd/49/7f/ab94b8b2e35c49fc38b063fae4e8266a.jpg
70016692,Bắt Trẻ Đồng Xanh (Tái Bản 2020),Jerome David Salinger,88000,52800,6679,Tiểu Thuyết,1547,4.8,328,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/65/74/fb/1e6ca7a2fa28d83667a8e50144e43d0d.jpg
204317934,1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng,Trần Đặng Đăng Khoa,325000,262000,768,Du ký,59,5,,NXB Trẻ,https://salt.tikicdn.com/ts/product/16/99/f6/b1b3d72f9802de5ae8ae20d641fd1e63.jpg
106863963,Tâm Lý Học - Phác Họa Chân Dung Kẻ Phạm Tội,Diệp Hồng Vũ,145000,93001,16741,Sách tư duy - Kỹ năng sống,5540,4.8,280,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/cb/79/53/7cf60ac4e52cb3f61aa1b4986a0efee6.jpg
17336364,Phía Sau Nghi Can X (Tái Bản 2019),Higashino Keigo,109000,65400,16595,Truyện trinh thám,3213,4.8,396,,https://salt.tikicdn.com/ts/product/23/56/86/a538698ead7dc2f693d1e9778417317d.jpg
53095307,Nàng Tóc Đỏ (Nobel Văn Chương 2006),,120000,66000,708,Tác phẩm kinh điển,85,4.7,320,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/3d/3e/d8/bdc5a3edcd4ecd6bb91895ffb67cbe11.jpg
10005245,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,John Gray,188000,135300,48419,Sách tư duy - Kỹ năng sống,3904,4.7,488,,https://salt.tikicdn.com/ts/product/0a/f6/38/bc10734989977da424642a1c4750eee2.jpg
127844385,Kiêu Hãnh Và Định Kiến (Tái Bản),Jane Austen,116000,86500,1932,Tiểu Thuyết,369,4.8,362,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/13/1a/c5/8de00e3c753d0d571b793caeab329d8d.jpg
10095276,Ikigai - Bí Mật Sống Trường Thọ Và Hạnh Phúc Của Người Nhật,Ken Mogi,90000,54000,5684,Sách tư duy - Kỹ năng sống,498,4.8,199,,https://salt.tikicdn.com/ts/product/0c/ae/23/74a7396a4c1bcf48ed016b92ab349b5a.jpg
54266567,Think And Grow Rich - Nghĩ Giàu Và Làm Giàu,Napoleon Hill,110000,72600,8825,Bài học kinh doanh,1448,4.8,450,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/2f/87/11/33e6b375996b5012307dcd3986e0b692.jpg
100347903,Nói Một Cách Đơn Giản,Rhee Dongwoo,129000,98000,628,Sách tư duy - Kỹ năng sống,73,5,264,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/f6/90/1a/7798d89cd8c6808df55571c8af40a286.jpg
203701754,Một Họa Sĩ Phù Thế,Kazuo Ishiguro,169000,101400,291,Tiểu Thuyết,21,5,299,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/1d/84/65/0914ab54b67cfc02cbe8e36e21ae1ff0.jpg
103379147,Bạch Dạ Hành (Tái Bản),Higashino Keigo,209000,125400,3528,Truyện trinh thám,918,4.8,628,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/80/67/af/753a66ef25086f469826f3ee4716f751.jpg
71990280,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",Trương Tiếu Hằng,159000,111000,7744,Sách nghệ thuật sống đẹp,1242,4.8,450,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/53/ec/b6/e67dfef8643496ef9abe6e5430b1a630.jpg
121635152,Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Yoo Eun Jung,119000,72780,7994,Sách tư duy - Kỹ năng sống,1418,5,304,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/48/cf/b6/591dc6b51337aca15183552706b57087.jpg
14684956,Sáu Người Đi Khắp Thế Gian (Tập 2) ( Tái Bản 2019 ),James Albert Michener,150000,127500,18,Du ký,4,5,564,,https://salt.tikicdn.com/ts/product/5c/47/0d/3f1a1c7c6f6ab339b1acd2892ee7282e.jpg
95470626,Combo 2 Cuốn: Muôn Kiếp Nhân Sinh + Muôn Kiếp Nhân Sinh 2 (Bìa Mềm),Nguyên Phong,436000,248500,5947,Combo 2 Cuốn: Muôn Kiếp Nhân Sinh + Muôn Kiếp Nhân Sinh 2 (Bìa Mềm),1207,4.8,960,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/05/e6/c8/f77f8c96a0c0389027846193e9b62ae5.jpg
72308265,Hoa Vẫn Nở Mỗi Ngày,,234000,140400,3892,Tiểu Thuyết,793,4.8,532,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/da/f6/2a/963d63c3dca69a9e40094b7765d4a70c.jpg
69764541,Tâm Lý Học Hành Vi (Tặng Kèm 1 Bookmark ),Khương Nguy,98000,63001,13123,Sách tư duy - Kỹ năng sống,2505,5,276,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/cd/72/24/a9f929f98397d1be047e47602989a5e0.jpg
143217512,Điềm Tĩnh Và Nóng Giận,Tạ Quốc Kế,96000,63320,6838,Sách tư duy - Kỹ năng sống,812,4.8,224,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/b4/51/cf/467cc6c113c3847a01516006180c20b2.jpg
206840682,Quyền Lực Của Địa Lý - The Power Of Geography,Tim Marshall,280000,221000,164,Sách kinh tế học,14,4.6,559,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/6c/87/e7/db72a8050a15d86d8102cd21ab1d8b11.jpg
124767703,Cân Bằng Cảm Xúc Cả Lúc Bão Giông (Tặng Kèm Bookmark)(Tái Bản),Richard Nicholls,105000,76000,3906,Sách tư duy - Kỹ năng sống,497,5,336,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/31/36/bb/3287d77a87926609cab4b41077c033ba.jpg
27582931,How Money Works - Hiểu Hết Về Tiền,Dịch giả Bùi Thị Quỳnh Chi,300000,180000,8546,Bài học kinh doanh,1291,4.7,257,,https://salt.tikicdn.com/ts/product/d9/00/9e/9ba4a6dbd6700f9c6abd30f1a65b93c4.jpg
46240929,Rèn Luyện Tư Duy Phản Biện,Albert Rutherford,99000,54450,25115,Sách tư duy - Kỹ năng sống,4341,4.8,204,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/22/cb/a9/524a27dcd45e8a13ae6eecb3dfacba7c.jpg
205033951,Một chỗ trong đời,Annie Ernaux,69000,51700,240,Tác phẩm kinh điển,14,5,98,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/17/ae/b5/0331341f5afd84a1845acd591572d710.jpg
77105730,Tàn Ngày Để Lại (Bìa Cứng),Kazuo Ishiguro,169000,101400,2895,Tiểu Thuyết,583,4.8,286,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/bc/82/ac/a6bf1a9e771d2741fbe89de5c121bad6.jpg
52805060,Chúa Ruồi - Tiểu Thuyết (Nobel Văn Chương 1983)(Tái Bản 2020),William Golding,88000,52800,3918,Tác phẩm kinh điển,744,4.8,326,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/5f/97/52/a53eb98af3927cc5b5aeb08efa58d483.jpg
381234,Cuốn Sách Hoàn Hảo Về Ngôn Ngữ Cơ Thể - Body Language (Tái Bản),Allan & Barbara Pease,198000,159000,30490,Sách tư duy - Kỹ năng sống,1076,4.7,456,,https://salt.tikicdn.com/ts/product/6f/e9/0c/3008cc78076b1ac7240c55bc014580d7.jpg
188695904,GIẬN (TBL22),Thích Nhất Hạnh,135000,116000,1802,GIẬN (TBL22),145,5,248,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/56/4a/55/ded53bb350d07e82bf01a2b819a0e100.jpg
77105730,Tàn Ngày Để Lại (Bìa Cứng),Kazuo Ishiguro,169000,101400,2895,Tiểu Thuyết,583,4.8,286,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/bc/82/ac/a6bf1a9e771d2741fbe89de5c121bad6.jpg
573722,Thạch Sùng Trên Gác Mái,Trịnh Lịch Nhi,59000,50150,15,Truyện ngắn - Tản văn - Tạp Văn,3,5,98,,https://salt.tikicdn.com/media/catalog/product/t/h/thach-sung-con-tren-gac-mai-01.u53.d20170206.t174801.428508.jpg
145288026,Chia Rẽ - Tại Sao Chúng Ta Đang Sống Trong Thời Đại Của Những Bức Tường,Tim Marshall,200000,120000,1745,Truyện ngắn - Tản văn - Tạp Văn,272,4.8,396,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/15/ce/8e/0d9f11fc37b0de189ba66f4f07359108.jpg
52329763,Kafka bên bờ biển (Tái Bản 2020),Haruki Murakami,158000,94800,4622,Tiểu Thuyết,986,4.8,530,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/63/99/70/ec162960adeabe3f2ce2f63fe4a2ebf7.jpeg
161008715,Power Vs Force - Trường Năng Lượng Và Những Nhân Tố Quyết Định Hành Vi Của Con Người (Tái Bản),David R.Hawkins,179000,125300,2792,Kiến Thức Bách Khoa,281,5,398,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/37/54/79/b699efce8c0f4029f424019f561ef327.png
68585576,"Càng Kỷ Luật, Càng Tự Do",Ca Tây,109000,74000,17018,Sách tư duy - Kỹ năng sống,3219,4.8,288,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/a3/57/75/7e17fd1bc79704272e6beba9968682c8.jpg
195801692,Chuyện Con Mèo Lập Kèo Cứu Sách,Natsukawa Sosuke,119000,71400,562,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,78,5,256,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/17/70/9a/5ad6bb124699c08b6ff8e2971f8b2493.jpg
157432544,Giải Thích Ngữ Pháp Tiếng Anh (Với Bài Tập Và Đáp Án) (Tái Bản),Mai Lan Hương,220000,151800,5616,Sách Học Tiếng Anh,1014,5,560,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/e1/04/31/7763d9035552760f627c34acfec0e12f.jpg
174444163,"Dear, Darling",Hiên,88000,61100,4735,Truyện ngắn - Tản văn - Tạp Văn,724,4.8,200,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/03/03/07/3fbe7cc39c9fe08b308274a03099c1c1.jpg
120509490,Thương Nhớ Mười Hai (Việt Nam Danh Tác) (Tái Bản),Vũ Bằng,99000,59400,1119,Truyện ngắn - Tản văn - Tạp Văn,174,5,344,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/92/f3/e0/83cda0f7600bd6e6644747c27ce6131d.jpg
11122712,Bộ sách Làm Giàu Từ Chứng Khoán (How To Make Money In Stock) phiên bản mới + Hướng Dẫn Thực Hành CANSLIM Cho Người Mới Bắt Đầu,William J. O’Neil,700000,700000,14656,"Sách tài chính, tiền tệ",2320,4.8,1044,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/16/02/ff/d8180a497eaf45bce49868b1af7be333.jpg
35355716,Gỗ Thần,Lưu Khánh Bang,79000,67150,4,Truyện trinh thám,3,5,164,,https://salt.tikicdn.com/ts/product/e7/61/3a/985d5ad2db9a3966a9013420954703d0.jpg
120219394,Tôi Nói Gì Khi Nói Về Chạy Bộ,Haruki Murakami,76000,59000,89,Truyện ngắn - Tản văn - Tạp Văn,15,5,235,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/38/ca/e6/d2ef5065043a253429e6587f7b1bea57.jpg
107802183,Sức Mạnh Tiềm Thức (Tái Bản),Joseph Murphyc,128000,84400,5034,Sách tư duy - Kỹ năng sống,711,5,336,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/45/26/55/58d50e8dcd42e6ee0296008d823bd9b7.jpg
7718737,Nghệ Thuật Tư Duy Rành Mạch (Tái Bản),Rolf Dobelli,118000,70800,9719,Sách tư duy - Kỹ năng sống,888,4.8,422,,https://salt.tikicdn.com/ts/product/ef/a6/94/70074b99dabd536696638bbf513401d4.jpg
147999778,Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),Chung Ju Yung,268000,168800,6051,Bài học kinh doanh,490,5,512,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/media/catalog/producttmp/b8/10/fd/0cef918a7aedb9ede38d46aeadc4bf2d.jpg
527316,Mát Mát Lạnh Lạnh,Ngọc Bảo An,55000,43500,278,Truyện ngắn - Tản văn - Tạp Văn,13,4.7,126,,https://salt.tikicdn.com/media/catalog/product/m/a/mat mat lanh lanh.u547.d20160719.t104506.jpg
641906,Bí Mật Của Naoko,Higashino Keigo,108000,64800,12680,Tiểu Thuyết,1293,4.7,468,,https://salt.tikicdn.com/media/catalog/product/u/n/unnamed--1-.u3059.d20170515.t104135.72047.jpg
153045603,Người Giỏi Không Phải Là Người Làm Tất Cả (Tái Bản),Donna M. Genett,58000,38200,1278,Sách kỹ năng làm việc,88,5,116,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/89/93/21/e82aabcdb76f43e2b80e00c6ac2e5717.jpg
204806201,Chiến Tranh Tiền Tệ - Tập 5,Song Hong Bing,195000,137000,182,"Sách quản trị, lãnh đạo",15,5,,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/27/fb/94/9c38c917a164600a498184d3d73c47f5.jpg
203957925,Monster #8 - Tập 6,Naoya Matsumoto,58000,49200,1438,Monster #8 - Tập 6,132,5,188,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/78/98/79/dbe0ea056cb4595fd6c56e1f3defa593.jpg
1934493,Thiên Môn Chi Thánh,Phương Bạch Vũ,100000,75000,497,Tiểu Thuyết,31,4.5,340,,https://salt.tikicdn.com/ts/product/5f/1b/40/567ded87612632ad92087ed52f42d587.jpg
174842858,Sức Mạnh Của Ngôn Từ (Tái Bản 2022),Don Gabor,108000,71200,837,Sách nghệ thuật sống đẹp,72,5,312,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/f0/db/1c/98d137d24edbf7b6d5fedd365a4f4aa9.jpg
207475540,Blue Flag Tập 8 [Tặng Kèm Bookmark PVC],Kaito,45000,45000,143,Blue Flag Tập 8 [Tặng Kèm Bookmark PVC],15,4.7,244,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/c5/0d/50/5dec744aead450eb1f72c2f2a7944eb0.jpg
